id,command,category,interaction_type,tier,expected_action,expected_initiative,notes
CLM-069,Set the house to my preferred temperature,climate,command,3,"thermostat.set(all=true temp=unknown)",ask,Preferred = requires personal history
CLM-070,Get the temperature right for guests,climate,command,3,thermostat.set(temp=unknown),ask,Guest comfort is personal. Which rooms?
CLM-071,Make it cosy,climate,command,3,"multi.set([thermostat.set(room=unknown temp=higher) fan.set(state=off)])",ask,Cosy temperature is personal. Which room?
CLM-072,Set the house up for a cold night,climate,command,3,"thermostat.set(all=true temp=unknown)",ask,How warm? Personal preference
CLM-073,Make it feel like home,climate,command,3,"thermostat.set(all=true temp=unknown)",ask,Highly personal — no action possible without history
CLM-074,Set the house up for a lazy weekend,climate,command,3,"thermostat.set(all=true temp=unknown)",ask,Weekend comfort is personal
CLM-075,Make it feel like a proper cosy home,climate,command,3,"thermostat.set(all=true temp=unknown)",ask,Cosy temperature is personal
CLM-076,Get the temperature just right for this evening,climate,command,3,thermostat.set(temp=unknown),ask,Just right is personal
CLM-077,Make it perfect for working from home today,climate,command,3,"thermostat.set(room=unknown temp=unknown)",ask,WFH comfort is personal
CLM-078,The usual temperature please,climate,command,4,unknown — requires user history,ask,Classic Tier 4
CLM-079,Like last night,climate,command,4,unknown — requires user history,ask,
CLM-080,You know what temperature I like,climate,command,4,unknown — requires user history,ask,
CLM-081,Same as yesterday,climate,command,4,unknown — requires user history,ask,
CLM-082,The way we had it when the family was over,climate,command,4,unknown — requires user history,ask,
CLM-083,The way I like it in winter,climate,command,4,unknown — requires user history,ask,requires user history
CLM-084,How we had it set up before the new thermostat,climate,command,4,unknown — requires user history,ask,requires user history
CLM-085,Every morning at 7am set the thermostat to 20 degrees,climate,automation,1,"automation.create(trigger=time=07:00 action=thermostat.set(temp=20 unit=C))",act,
CLM-086,When nobody is home turn the heating off,climate,automation,1,"automation.create(trigger=occupancy=empty action=thermostat.set(mode=off))",act,
CLM-087,Turn the heating on when I get home,climate,automation,1,"automation.create(trigger=event=user_arrives action=thermostat.set(mode=heat temp=20 unit=C))",act,Target temp is a common default — will be personalised by adapter
CLM-088,Every night at 10pm set the bedroom to 18 degrees,climate,automation,1,"automation.create(trigger=time=22:00 action=thermostat.set(room=bedroom temp=18 unit=C))",act,
CLM-089,Turn on the kitchen fan when I am cooking,climate,automation,1,"automation.create(trigger=activity=cooking action=fan.set(room=kitchen device=extractor state=on))",act,
CLM-090,Turn the bathroom fan off 10 minutes after a shower,climate,automation,1,"automation.create(trigger=activity=showering_ends delay=10min action=fan.set(room=bathroom state=off))",act,
CLM-091,When it is above 25 degrees outside turn on the air conditioning,climate,automation,1,"automation.create(trigger=outdoor_temp>25C action=thermostat.set(mode=cool))",act,
CLM-092,Switch the heating off every morning at 9am,climate,automation,1,"automation.create(trigger=time=09:00 action=thermostat.set(mode=off))",act,
CLM-093,When the last person leaves turn off all climate control,climate,automation,1,"automation.create(trigger=occupancy=empty action=thermostat.set(all=true mode=off))",act,
CLM-094,Every weekend morning at 8am warm the house to 21 degrees,climate,automation,1,"automation.create(trigger=time=08:00 day=weekend action=thermostat.set(temp=21 unit=C))",act,
CLM-095,Turn the heating on every weekday at 6am,climate,automation,1,"automation.create(trigger=time=06:00 day=weekday action=thermostat.set(mode=heat))",act,
CLM-096,Switch the air purifier on when the air quality drops,climate,automation,1,"automation.create(trigger=condition=air_quality=poor action=air_purifier.set(state=on speed=high))",act,
CLM-097,Turn all fans off when nobody is home,climate,automation,1,"automation.create(trigger=occupancy=empty action=fan.set(all=true state=off))",act,
CLM-098,Heat the house to 21 degrees every weekend morning at 9am,climate,automation,1,"automation.create(trigger=time=09:00 day=weekend action=thermostat.set(temp=21 unit=C mode=heat))",act,
CLM-099,Turn the bathroom fan on whenever someone is in the bathroom,climate,automation,1,"automation.create(trigger=occupancy=bathroom action=fan.set(room=bathroom state=on))",act,
CLM-100,When I wake up make it comfortable,climate,automation,2,"automation.create(trigger=event=wake_up action=thermostat.set(temp=unknown))",ask,Comfortable = personal. Target temp unknown
CLM-101,Pre-heat the house before I get home,climate,automation,2,"automation.create(trigger=event=user_arrives_soon action=thermostat.set(mode=heat temp=unknown))",ask,Target temp unknown. How soon before arrival?
CLM-102,Adjust the temperature when the weather changes,climate,automation,2,"automation.create(trigger=event=weather_change action=thermostat.set(temp=adaptive))",ask,Adjust how? By how much?
CLM-103,Keep the bedroom cool at night,climate,automation,2,"automation.create(trigger=time=night action=thermostat.set(room=bedroom temp=lower))",ask,How cool? What time range is night?
CLM-104,Cool the house down in the afternoon,climate,automation,2,"automation.create(trigger=time=afternoon action=thermostat.set(mode=cool temp=unknown))",ask,How cool? What time counts as afternoon?
CLM-105,Turn the fan on when it gets stuffy,climate,automation,2,"automation.create(trigger=condition=air_quality=poor action=fan.set(room=unknown state=on))",ask,Which room? What triggers stuffy — CO2 or humidity?
CLM-106,Adjust heating based on how cold it is outside,climate,automation,2,"automation.create(trigger=outdoor_temp=adaptive action=thermostat.set(temp=adaptive))",act,Adaptive rule — what is the adjustment ratio? Common sense assumes proportional
CLM-107,Keep the house at a nice temperature when guests are over,climate,automation,2,"automation.create(trigger=guests=present action=thermostat.set(temp=unknown))",ask,Nice = personal. Which rooms?
CLM-108,Adjust the temperature when the weather changes drastically outside,climate,automation,2,"automation.create(trigger=event=weather_change action=thermostat.set(temp=adaptive))",act,Proportional adjustment assumed
CLM-109,Cool the house down in summer afternoons,climate,automation,2,"automation.create(trigger=time=afternoon condition=season=summer action=thermostat.set(mode=cool temp=unknown))",ask,How cool? What time is afternoon?
CLM-110,Warm up the bedrooms before the kids go to sleep,climate,automation,2,"automation.create(trigger=event=children_bedtime action=thermostat.set(room=child_bedroom temp=unknown))",ask,Target temperature unknown. What time?
CLM-111,Make sure the house is never too cold when we get back,climate,automation,2,"automation.create(trigger=event=user_arrives_soon action=thermostat.set(mode=heat temp=unknown))",ask,Target temperature unknown
CLM-112,Set up the climate for when we entertain,climate,automation,3,"automation.create(trigger=event=guests_arrive action=unknown)",ask,Entertaining climate is personal
CLM-113,Make the house feel perfect when I get home in winter,climate,automation,3,"automation.create(trigger=event=user_arrives condition=season=winter action=unknown)",ask,Perfect feel is personal
CLM-114,Set up a bedtime climate routine for me,climate,automation,3,"automation.create(trigger=time=bedtime action=unknown)",ask,Bedtime climate is personal
CLM-115,Automatically keep the house at the right temperature,climate,automation,3,"automation.create(trigger=continuous action=thermostat.set(temp=adaptive))",ask,Right temperature is personal — no specific value
CLM-116,Set the climate up for my morning routine,climate,automation,3,"automation.create(trigger=time=morning action=unknown)",ask,Morning climate routine is personal
CLM-117,Set up a climate schedule that works for our whole family throughout the day,climate,automation,3,"automation.create(trigger=time=adaptive action=unknown)",ask,Family climate schedule is personal
CLM-118,Do what you normally do in the evening,climate,automation,4,unknown — requires user history,ask,
CLM-119,Set it up the way I like it in winter,climate,automation,4,unknown — requires user history,ask,
CLM-120,Do the same heating schedule as last winter,climate,automation,4,unknown — requires user history,ask,requires user history
