id,command,category,interaction_type,tier,expected_action,expected_initiative,notes
MED-077,Create the perfect sound for this moment,media,command,3,audio.play(genre=unknown),ask,Perfect sound is personal
MED-078,The usual,media,command,4,unknown — requires user history,ask,Classic Tier 4
MED-079,Like last time,media,command,4,unknown — requires user history,ask,
MED-080,You know what I like,media,command,4,unknown — requires user history,ask,
MED-081,Same as Friday night,media,command,4,unknown — requires user history,ask,
MED-082,Do your thing,media,command,4,unknown — requires user history,ask,
MED-083,The playlist we had at the dinner party,media,command,4,unknown — requires user history,ask,
MED-084,Music like we had on holiday,media,command,4,unknown — requires user history,ask,
MED-085,Turn the TV off every night at 11pm,media,automation,1,automation.create(trigger=time=23:00 action=tv.set(all=true state=off)),act,
MED-086,Play the news every morning at 7am on the kitchen speaker,media,automation,1,automation.create(trigger=time=07:00 action=audio.play(room=kitchen source=news)),act,
MED-087,When nobody is home turn off all speakers and the TV,media,automation,1,automation.create(trigger=occupancy=empty action=multi.set([speaker.set(all=true state=off) tv.set(all=true state=off)])),act,
MED-088,Mute all speakers when the alarm is armed,media,automation,1,automation.create(trigger=alarm=armed action=volume.set(all=true state=mute)),act,
MED-089,When I say goodnight turn off all the TV and speakers,media,automation,1,automation.create(trigger=utterance=goodnight action=multi.set([tv.set(all=true state=off) speaker.set(all=true state=off)])),act,
MED-090,Turn on the kitchen radio every weekday at 8am,media,automation,1,automation.create(trigger=time=08:00 day=weekday action=audio.play(room=kitchen source=radio)),act,
MED-091,Pause the music when the doorbell rings,media,automation,1,automation.create(trigger=event=doorbell action=audio.pause()),act,
MED-092,Turn the TV off when I leave the house,media,automation,1,automation.create(trigger=event=user_leaves action=tv.set(all=true state=off)),act,
MED-093,Turn off the bedroom speaker every night at 10pm,media,automation,1,automation.create(trigger=time=22:00 action=speaker.set(room=bedroom state=off)),act,
MED-094,Turn off all media when everyone leaves,media,automation,1,automation.create(trigger=occupancy=empty action=multi.set([tv.set(all=true state=off) speaker.set(all=true state=off)])),act,
MED-095,Play BBC Radio 4 in the kitchen every morning at 7am,media,automation,1,automation.create(trigger=time=07:00 action=audio.play(room=kitchen source=bbc_radio4)),act,
MED-096,Turn all speakers off when everyone leaves,media,automation,1,automation.create(trigger=occupancy=empty action=speaker.set(all=true state=off)),act,
MED-097,Mute the TV every day at 9pm in the living room,media,automation,1,automation.create(trigger=time=21:00 action=volume.set(room=living_room state=mute)),act,
MED-098,Play relaxing music in the bedroom every night at 9pm,media,automation,1,automation.create(trigger=time=21:00 action=audio.play(room=bedroom genre=ambient volume=low)),act,
MED-099,Turn the TV off when I leave the house,media,automation,1,automation.create(trigger=event=user_leaves action=tv.set(all=true state=off)),act,
MED-100,Play music when I get home in the evening,media,automation,2,automation.create(trigger=event=user_arrives condition=time=evening action=audio.play(room=living_room genre=unknown)),ask,Which genre? Personal preference unknown
MED-101,Adjust the volume when guests arrive,media,automation,2,automation.create(trigger=event=guests_arrive action=volume.set(level=lower)),act,Lower is inferred direction — how much lower is unknown
MED-102,Turn on something to watch when I sit on the sofa,media,automation,2,automation.create(trigger=activity=sitting_sofa action=tv.set(state=on source=unknown)),ask,How to detect sitting? Which source?
MED-103,Keep the volume low during dinner,media,automation,2,automation.create(trigger=event=dinner action=volume.set(level=low)),act,How low? Dinner time detection assumed
MED-104,Turn the TV off if I fall asleep,media,automation,2,automation.create(trigger=activity=sleeping action=tv.set(state=off)),ask,How does system detect sleep?
MED-105,Play something upbeat when I start my morning routine,media,automation,2,automation.create(trigger=event=morning_routine_start action=audio.play(genre=upbeat room=unknown)),ask,Which room? Morning routine trigger is personal
MED-106,Match the music to the time of day,media,automation,2,automation.create(trigger=time=adaptive action=audio.play(genre=time_matched)),ask,Time-to-genre mapping is personal
MED-107,Turn off all media when we go to bed,media,automation,2,automation.create(trigger=event=bedtime action=multi.set([tv.set(all=true state=off) speaker.set(all=true state=off)])),ask,What time is bedtime?
MED-108,Reduce the volume when someone makes a phone call,media,automation,2,automation.create(trigger=activity=on_call action=volume.set(all=true level=lower)),ask,How much lower? Which devices?
MED-109,Switch off the TV if nobody is watching after 30 minutes,media,automation,2,automation.create(trigger=activity=not_watching duration>30min action=tv.set(state=off)),ask,How does system detect nobody watching?
MED-110,Put background music on automatically when guests arrive,media,automation,2,automation.create(trigger=event=guests_arrive action=audio.play(room=living_room genre=ambient volume=medium)),act,Living room and ambient are reasonable defaults
MED-111,Play something upbeat in the morning when I start getting ready,media,automation,2,automation.create(trigger=event=morning_routine_start action=audio.play(genre=upbeat room=unknown)),ask,Which room? What triggers morning routine?
MED-112,Set up the entertainment for the weekend,media,automation,3,automation.create(trigger=time=weekend action=unknown),ask,Weekend entertainment setup is personal
MED-113,Create a dinner party atmosphere with music,media,automation,3,automation.create(trigger=event=dinner_party action=unknown),ask,Dinner party music is personal
MED-114,Set up background sound for the house throughout the day,media,automation,3,automation.create(trigger=time=daytime action=unknown),ask,Background sound setup is personal
MED-115,Automatically create the right vibe when I get home,media,automation,3,automation.create(trigger=event=user_arrives action=unknown),ask,Right vibe is personal — requires history
MED-116,Set up the media for when we entertain,media,automation,3,automation.create(trigger=event=guests_arrive action=unknown),ask,Entertainment media setup is personal
MED-117,Create an audio routine that feels right for different times of day in our home,media,automation,3,automation.create(trigger=time=adaptive action=unknown),ask,Time-of-day audio setup is personal
MED-118,The usual with the TV and music when I get home,media,automation,4,unknown — requires user history,ask,
MED-119,The usual evening entertainment setup,media,automation,4,unknown — requires user history,ask,
MED-120,The usual music setup we have for Sunday afternoons,media,automation,4,unknown — requires user history,ask,
