id,command,category,interaction_type,tier,expected_action,expected_initiative,notes
ACC-083,The usual security setup we use on holiday,access,command,4,unknown — requires user history,ask,
ACC-084,Same as when we had guests last time,access,command,4,unknown — requires user history,ask,
ACC-085,Lock all doors every night at 11pm,access,automation,1,automation.create(trigger=time=23:00 action=lock.set(all=true state=locked)),act,
ACC-086,When nobody is home arm the alarm in away mode,access,automation,1,automation.create(trigger=occupancy=empty action=alarm.set(state=armed mode=away)),act,
ACC-087,When I say goodnight lock all the doors,access,automation,1,automation.create(trigger=utterance=goodnight action=lock.set(all=true state=locked)),act,
ACC-088,Close the garage door automatically at 10pm,access,automation,1,automation.create(trigger=time=22:00 action=garage.set(state=closed)),act,
ACC-089,Unlock the front door when I arrive home,access,automation,1,automation.create(trigger=event=user_arrives action=lock.set(door=front state=unlocked)),act,
ACC-090,Arm the alarm when the last person leaves,access,automation,1,automation.create(trigger=occupancy=empty action=alarm.set(state=armed mode=away)),act,
ACC-091,Lock all doors when the garage door closes,access,automation,1,automation.create(trigger=garage=closed action=lock.set(all=true state=locked)),act,
ACC-092,Notify me if the front door is left unlocked after midnight,access,automation,1,automation.create(trigger=time>00:00 condition=lock.door=front.state=unlocked action=notify),act,
ACC-093,Disarm the alarm when I get home,access,automation,1,automation.create(trigger=event=user_arrives action=alarm.set(state=disarmed)),act,
ACC-094,Lock the back door every day at sunset,access,automation,1,automation.create(trigger=event=sunset action=lock.set(door=back state=locked)),act,
ACC-095,Lock all doors at midnight every night,access,automation,1,automation.create(trigger=time=00:00 action=lock.set(all=true state=locked)),act,
ACC-096,Arm the alarm in home mode every night at 10pm,access,automation,1,automation.create(trigger=time=22:00 action=alarm.set(state=armed mode=home)),act,
ACC-097,Unlock the front door every weekday at 3pm for school pickup,access,automation,1,automation.create(trigger=time=15:00 day=weekday action=lock.set(door=front state=unlocked)),act,
ACC-098,Close the front gate every evening at 8pm,access,automation,1,automation.create(trigger=time=20:00 action=gate.set(location=front state=closed)),act,
ACC-099,Send an alert if the back door is unlocked after 11pm,access,automation,1,automation.create(trigger=time>23:00 condition=lock.door=back.state=unlocked action=notify),act,
ACC-100,Lock up when I leave,access,automation,2,automation.create(trigger=event=user_leaves action=lock.set(all=true state=locked)),act,All doors assumed
ACC-101,Secure everything when we go to bed,access,automation,2,automation.create(trigger=event=bedtime action=unknown),ask,Bedtime = what time? Secure = which devices?
ACC-102,Let me know if anything is left open when I leave,access,automation,2,automation.create(trigger=event=user_leaves condition=any_door_open action=notify),act,Which doors?
ACC-103,Automatically lock up if I forget,access,automation,2,automation.create(trigger=time=unknown condition=doors_unlocked action=lock.set(all=true state=locked)),ask,When is forget? What time to auto-lock?
ACC-104,When it gets late make sure everything is locked,access,automation,2,automation.create(trigger=time=late action=lock.set(all=true state=locked)),ask,What is late?
ACC-105,Set up the alarm when nobody is home,access,automation,2,automation.create(trigger=occupancy=empty action=alarm.set(state=armed mode=unknown)),ask,Home or away mode?
ACC-106,Unlock for my partner when they get home,access,automation,2,automation.create(trigger=event=partner_arrives action=lock.set(door=front state=unlocked)),act,Front door assumed
ACC-107,Lock the house up if I fall asleep,access,automation,2,automation.create(trigger=activity=sleeping action=lock.set(all=true state=locked)),ask,How does system detect sleep?
ACC-108,Lock up automatically when it looks like we have all gone to bed,access,automation,2,automation.create(trigger=activity=all_sleeping action=lock.set(all=true state=locked)),ask,How does system detect all sleeping?
ACC-109,Keep the front gate closed when nobody is home,access,automation,2,automation.create(trigger=occupancy=empty action=gate.set(location=front state=closed)),act,Occupancy and gate assumed
ACC-110,Alert me if any door is left open for more than 15 minutes,access,automation,2,automation.create(trigger=door=open duration>15min action=notify),act,15 minutes stated explicitly
ACC-111,Disarm the alarm when I drive onto the driveway,access,automation,2,automation.create(trigger=event=user_vehicle_arrives action=alarm.set(state=disarmed)),ask,How does system detect vehicle arrival?
ACC-112,Set up the house so I can sleep soundly,access,automation,3,automation.create(trigger=time=bedtime action=unknown),ask,Sleep soundly security is personal
ACC-113,Make the house secure without waking the kids,access,automation,3,automation.create(trigger=time=night action=unknown),ask,Quiet security routine is personal
ACC-114,Set up security for when we go on holiday,access,automation,3,automation.create(trigger=occupancy=extended_away action=unknown),ask,Holiday security is personal
ACC-115,Automatically protect the house the way I like it,access,automation,3,automation.create(trigger=continuous action=unknown),ask,Protection style is personal
ACC-116,Set up a bedtime security routine for the family,access,automation,3,automation.create(trigger=time=bedtime action=unknown),ask,Family bedtime security is personal
ACC-117,Set up a security routine that balances access for the family with keeping the house safe,access,automation,3,automation.create(trigger=adaptive action=unknown),ask,Balance of access and security is personal
ACC-118,Do what you normally do when we go away,access,automation,4,unknown — requires user history,ask,
ACC-119,The usual security routine at night,access,automation,4,unknown — requires user history,ask,
ACC-120,The security setup we had before we changed the alarm,access,automation,4,unknown — requires user history,ask,
